id,firmannualreportid,ispassive,isadvisor,age,ownershippercent,yearjoinedfirm
395,199,False,True,49.0,60.0,2009.0
396,199,False,True,41.0,40.0,2009.0
397,200,False,True,43.0,100.0,2004.0
398,201,False,True,45.0,100.0,2004.0
399,202,False,True,45.0,100.0,2004.0
400,203,False,True,53.0,50.0,2004.0
401,203,False,True,52.0,50.0,2004.0
402,204,False,True,53.0,50.0,2004.0
403,204,False,True,52.0,50.0,2004.0
404,205,False,True,55.0,50.0,2004.0
405,205,False,True,54.0,50.0,2004.0
406,206,False,True,55.0,50.0,2004.0
407,206,False,True,54.0,50.0,2004.0
408,207,False,True,51.0,100.0,2009.0
409,208,False,True,51.0,100.0,2009.0
410,209,False,True,51.0,100.0,2009.0
411,210,False,True,43.0,50.0,2012.0
412,210,False,True,46.0,50.0,2012.0
413,211,False,True,57.0,100.0,2003.0
414,212,False,True,48.0,100.0,2004.0
415,213,False,True,67.0,100.0,2003.0
416,214,False,True,51.0,40.0,2003.0
417,214,False,True,68.0,40.0,2003.0
418,214,False,True,47.0,20.0,2003.0
419,215,False,True,46.0,100.0,2009.0
420,216,False,True,52.0,10.0,1997.0
421,216,False,True,52.0,20.0,1997.0
422,216,False,True,52.0,20.0,1997.0
423,216,False,True,52.0,20.0,1997.0
424,216,False,True,52.0,10.0,1997.0
425,216,False,True,52.0,20.0,1997.0
426,217,False,True,66.0,100.0,1993.0
427,218,False,True,58.0,100.0,1999.0
428,219,False,True,51.0,80.0,2008.0
429,219,False,True,67.0,20.0,2008.0
430,220,False,True,55.0,40.0,1991.0
431,220,False,True,54.0,40.0,1991.0
432,220,False,True,50.0,10.0,2007.0
433,220,False,True,50.0,10.0,2010.0
434,221,False,True,52.0,50.0,2005.0
435,221,False,True,48.0,50.0,2005.0
436,222,False,True,52.0,75.0,2003.0
437,222,False,True,52.0,25.0,2003.0
438,223,False,True,67.0,100.0,2014.0
439,224,False,True,53.0,50.0,2010.0
440,224,False,True,25.0,50.0,2014.0
441,225,False,True,60.0,100.0,1980.0
442,226,False,True,41.0,50.0,2002.0
443,226,False,True,46.0,50.0,2001.0
444,227,False,True,41.0,50.0,2002.0
445,227,False,True,46.0,50.0,2001.0
446,228,False,True,72.0,80.0,1980.0
447,228,False,True,48.0,20.0,2001.0
448,229,False,True,72.0,80.0,1992.0
449,229,False,True,48.0,20.0,2001.0
450,230,False,True,70.0,56.6,2006.0
451,230,False,True,47.0,28.4,2006.0
452,230,False,True,65.0,10.0,2014.0
453,230,False,True,34.0,5.0,2009.0
454,231,False,True,70.0,56.6,2006.0
455,231,False,True,47.0,28.4,2006.0
456,231,False,True,65.0,10.0,2014.0
457,231,False,True,34.0,5.0,2009.0
458,232,False,True,62.0,95.0,1998.0
459,232,False,True,57.0,5.0,2010.0
460,233,False,True,65.0,52.0,1989.0
461,233,False,True,53.0,46.0,2003.0
462,233,False,True,39.0,2.0,2006.0
463,234,False,True,44.0,100.0,1996.0
464,235,False,True,36.0,50.0,2002.0
465,235,False,True,40.0,50.0,2015.0
466,236,False,True,38.0,100.0,2001.0
467,237,False,True,59.0,50.0,1988.0
468,237,False,True,48.0,50.0,1995.0
469,238,False,True,43.0,80.0,1998.0
470,238,False,True,53.0,5.0,2007.0
471,238,False,True,38.0,5.0,2010.0
472,238,False,True,50.0,5.0,2008.0
473,238,False,True,41.0,5.0,2015.0
474,239,False,True,42.0,75.0,1998.0
475,239,False,True,36.0,15.0,2003.0
476,239,False,True,36.0,2.5,2010.0
477,239,False,True,51.0,2.5,2010.0
478,239,False,True,52.0,5.0,2007.0
479,240,False,True,45.0,70.5,1998.0
480,240,False,True,55.0,2.0,2007.0
481,240,False,True,40.0,5.0,2009.0
482,240,False,True,51.0,5.0,2009.0
483,240,False,True,44.0,5.0,2015.0
484,240,False,True,45.0,10.0,2017.0
485,240,False,True,37.0,2.5,2010.0
486,241,False,True,43.0,80.0,1998.0
487,241,False,True,53.0,5.0,2007.0
488,241,False,True,38.0,5.0,2010.0
489,241,False,True,50.0,5.0,2008.0
490,241,False,True,41.0,5.0,2015.0
491,242,False,True,45.0,70.5,1998.0
492,242,False,True,55.0,2.0,2007.0
493,242,False,True,40.0,5.0,2009.0
494,242,False,True,51.0,5.0,2009.0
495,242,False,True,44.0,5.0,2015.0
496,242,False,True,45.0,10.0,2017.0
497,242,False,True,37.0,2.5,2010.0
498,243,False,True,63.0,100.0,1998.0
499,244,False,True,63.0,100.0,1998.0
500,245,True,False,45.0,30.0,1990.0
501,245,True,False,45.0,30.0,2000.0
502,246,True,False,45.0,30.0,1990.0
503,246,True,False,45.0,30.0,2000.0
504,247,False,True,43.0,50.0,2008.0
505,247,False,True,59.0,50.0,2008.0
506,248,False,False,56.0,100.0,1995.0
507,249,False,True,56.0,100.0,2005.0
508,250,False,True,50.0,100.0,2014.0
509,251,False,True,51.0,100.0,2014.0
510,252,False,True,50.0,100.0,2014.0
511,253,False,True,57.0,100.0,1988.0
512,254,False,True,45.0,100.0,1996.0
513,255,False,True,62.0,34.0,1985.0
514,255,False,True,58.0,33.0,1988.0
515,255,False,True,51.0,33.0,1999.0
516,256,False,True,43.0,100.0,1995.0
517,257,False,True,43.0,100.0,1995.0
518,258,False,True,40.0,100.0,1999.0
519,259,False,False,60.0,100.0,1985.0
520,260,False,True,49.0,100.0,1994.0
521,261,False,True,54.0,100.0,1998.0
522,262,False,True,64.0,100.0,1977.0
523,263,False,True,35.0,100.0,2008.0
524,264,False,True,35.0,100.0,2008.0
525,265,False,True,36.0,100.0,2008.0
526,266,False,True,65.0,25.0,1986.0
527,266,False,True,45.0,25.0,1986.0
528,266,False,True,45.0,25.0,1986.0
529,266,False,True,45.0,25.0,1987.0
530,267,False,True,46.0,100.0,2005.0
531,268,False,True,46.0,100.0,2005.0
532,269,False,True,45.0,100.0,1995.0
533,270,False,True,64.0,100.0,2004.0
534,271,False,True,61.0,50.0,1998.0
535,271,False,True,52.0,50.0,1998.0
536,272,False,True,55.0,100.0,1984.0
537,273,False,True,55.0,100.0,1984.0
538,274,False,True,43.0,100.0,2004.0
539,275,False,True,46.0,100.0,1993.0
540,276,False,True,49.0,50.0,2008.0
541,276,False,True,45.0,50.0,2008.0
542,277,False,True,49.0,50.0,2008.0
543,277,False,True,45.0,50.0,2008.0
544,278,False,True,59.0,100.0,2004.0
545,279,False,True,53.0,100.0,1993.0
546,280,False,True,61.0,50.0,2004.0
547,280,False,True,36.0,35.0,2004.0
548,280,False,True,34.0,15.0,2006.0
549,281,False,True,69.0,55.0,1984.0
550,281,False,True,41.0,45.0,2002.0
551,282,False,True,63.0,100.0,1981.0
552,283,False,True,56.0,100.0,1990.0
553,284,False,True,45.0,50.0,2008.0
554,284,False,True,49.0,50.0,2008.0
555,285,False,True,51.0,70.0,2008.0
556,285,False,True,35.0,30.0,2008.0
557,286,False,True,46.0,100.0,1992.0
558,287,False,True,54.0,100.0,1998.0
559,288,False,True,49.0,100.0,1990.0
560,289,False,True,47.0,50.0,2012.0
561,289,False,True,34.0,50.0,2012.0
562,290,False,True,60.0,100.0,1982.0
563,291,False,True,65.0,37.67,1980.0
564,291,False,True,72.0,14.46,1991.0
565,291,False,True,46.0,5.08,2000.0
566,291,False,True,58.0,5.14,1990.0
567,291,False,False,41.0,5.08,2001.0
568,291,False,True,80.0,1.62,1992.0
569,292,False,True,65.0,37.67,1980.0
570,292,False,True,72.0,14.46,1991.0
571,292,False,True,46.0,5.08,2000.0
572,292,False,True,58.0,5.14,1990.0
573,292,False,False,41.0,5.08,2001.0
574,292,False,True,80.0,1.62,1992.0
575,293,False,True,55.0,100.0,2012.0
576,294,False,True,52.0,100.0,2009.0
577,295,False,True,55.0,100.0,2013.0
578,296,False,True,51.0,100.0,2010.0
579,297,False,True,39.0,100.0,2007.0
580,298,False,True,40.0,100.0,2007.0
581,299,False,True,40.0,100.0,2007.0
582,300,False,True,52.0,100.0,1996.0
583,301,False,True,45.0,100.0,2002.0
584,302,False,True,57.0,100.0,1986.0
585,303,False,True,59.0,100.0,1979.0
586,304,False,True,68.0,90.0,1977.0
587,304,False,True,37.0,10.0,2008.0
588,305,False,True,57.0,51.0,1989.0
589,305,False,True,56.0,49.0,1996.0
590,306,False,True,57.0,51.0,1989.0
591,306,False,True,56.0,49.0,1996.0
592,307,False,True,58.0,100.0,1990.0
593,308,False,True,43.0,100.0,1996.0
594,309,False,True,59.0,100.0,1999.0
595,310,False,True,47.0,100.0,1996.0
596,311,False,True,56.0,100.0,1995.0
597,312,False,True,45.0,33.3,2007.0
598,312,False,True,60.0,33.3,2007.0
599,312,False,True,67.0,33.3,2007.0
600,313,False,True,67.0,33.33,2007.0
601,313,False,True,47.0,33.33,2007.0
602,313,False,True,61.0,33.33,2007.0
603,314,False,True,45.0,33.3,2007.0
604,314,False,True,60.0,33.3,2007.0
605,314,False,True,67.0,33.3,2007.0
606,315,False,True,51.0,100.0,2012.0
607,316,False,True,61.0,100.0,1997.0
608,317,False,True,48.0,100.0,1997.0
609,318,False,True,45.0,100.0,1996.0
610,319,False,True,45.0,50.0,2001.0
611,319,False,True,67.0,50.0,2001.0
612,320,False,True,48.0,78.5,2013.0
613,320,True,False,78.0,10.0,2013.0
614,320,True,False,54.0,12.5,2016.0
615,321,False,True,52.0,100.0,2006.0
616,322,False,True,52.0,100.0,2006.0
617,323,False,True,50.0,100.0,2008.0
618,324,False,True,50.0,100.0,2008.0
619,325,False,True,60.0,100.0,1980.0
620,326,False,True,34.0,100.0,2005.0
621,327,False,True,55.0,45.0,2009.0
622,327,False,True,53.0,45.0,2009.0
623,327,False,True,27.0,10.0,2012.0
624,328,False,True,52.0,100.0,1996.0
625,329,False,True,39.0,75.0,1998.0
626,329,False,True,28.0,25.0,2000.0
627,330,False,True,60.0,100.0,2000.0
628,331,False,True,52.0,100.0,1993.0
629,332,False,True,61.0,100.0,2006.0
630,333,False,True,61.0,95.0,2006.0
631,333,False,True,28.0,5.0,2011.0
632,334,False,True,61.0,95.0,2006.0
633,334,False,True,28.0,5.0,2011.0
634,335,False,True,39.0,90.0,2010.0
635,335,False,True,46.0,5.0,2011.0
636,335,True,False,58.0,5.0,2011.0
637,336,False,True,39.0,90.0,2010.0
638,336,False,True,46.0,5.0,2011.0
639,336,True,False,58.0,5.0,2011.0
640,337,False,True,43.0,40.0,2016.0
641,337,False,True,45.0,40.0,2016.0
642,337,False,True,58.0,20.0,2016.0
643,338,False,True,52.0,0.0,2003.0
644,338,False,True,52.0,0.0,2003.0
645,338,False,True,52.0,0.0,2003.0
646,339,False,True,43.0,25.0,2010.0
647,339,False,True,45.0,41.0,2011.0
648,339,False,True,58.0,34.0,2016.0
649,340,False,True,41.0,100.0,2001.0
650,341,False,True,41.0,100.0,2001.0
651,342,False,True,44.0,100.0,1999.0
652,343,False,True,44.0,100.0,1999.0
653,344,False,True,65.0,100.0,1995.0
654,345,False,True,65.0,100.0,1995.0
655,346,False,True,53.0,70.0,2000.0
656,346,False,True,40.0,30.0,2010.0
657,347,False,True,74.0,100.0,1981.0
658,348,False,True,74.0,100.0,1991.0
659,349,False,True,52.0,100.0,1993.0
660,350,False,True,52.0,100.0,1993.0
661,351,False,True,53.0,20.0,1991.0
662,351,False,True,57.0,20.0,1991.0
663,351,False,True,54.0,20.0,1991.0
664,351,False,True,51.0,20.0,1999.0
665,351,False,True,46.0,20.0,1995.0
666,352,False,True,53.0,20.0,1991.0
667,352,False,True,57.0,20.0,1991.0
668,352,False,True,54.0,20.0,1991.0
669,352,False,True,51.0,20.0,1999.0
670,352,False,True,46.0,20.0,1995.0
671,353,False,True,64.0,25.0,1993.0
672,353,False,True,55.0,25.0,1993.0
673,353,False,True,52.0,25.0,2003.0
674,353,False,True,50.0,25.0,2003.0
675,354,False,True,48.0,50.0,2012.0
676,354,False,True,52.0,50.0,2016.0
677,355,False,True,49.0,50.0,1993.0
678,355,False,True,53.0,50.0,2016.0
679,356,False,True,53.0,100.0,1987.0
680,357,False,True,40.0,100.0,2010.0
681,358,False,True,41.0,100.0,2013.0
682,359,False,True,51.0,100.0,2007.0
683,360,False,True,51.0,100.0,2007.0
684,361,False,True,52.0,100.0,2007.0
685,362,False,True,55.0,100.0,2002.0
686,363,False,True,48.0,100.0,1997.0
687,364,False,True,62.0,100.0,1982.0
688,365,False,True,63.0,100.0,1982.0
689,366,False,True,60.0,100.0,2000.0
690,367,False,True,60.0,100.0,2000.0
691,368,False,True,18.0,54.0,2003.0
692,369,False,True,54.0,100.0,2005.0
693,370,False,True,54.0,100.0,2005.0
694,371,False,True,38.0,100.0,2014.0
695,372,False,True,43.0,50.0,2009.0
696,372,False,True,46.0,50.0,2009.0
697,373,False,True,43.0,50.0,2009.0
698,373,False,True,46.0,50.0,2009.0
699,374,False,True,43.0,50.0,2009.0
700,374,False,True,46.0,50.0,2009.0
701,375,False,True,49.0,100.0,1997.0
702,376,False,True,58.0,45.0,1989.0
703,376,False,False,52.0,45.0,1989.0
704,376,False,True,40.0,10.0,1998.0
705,377,False,True,46.0,100.0,2008.0
706,378,False,True,58.0,100.0,1993.0
707,379,False,True,58.0,50.0,1993.0
708,379,False,True,49.0,50.0,1993.0
709,380,False,True,53.0,100.0,2012.0
710,381,False,True,59.0,100.0,1987.0
711,382,False,True,53.0,100.0,2012.0
712,383,False,True,57.0,51.0,1989.0
713,383,False,True,51.0,49.0,2000.0
714,384,False,True,60.0,100.0,2012.0
715,385,False,True,60.0,100.0,2012.0
716,386,False,True,60.0,100.0,2012.0
717,387,False,True,41.0,50.0,2015.0
718,387,False,True,61.0,50.0,2015.0
719,388,False,True,41.0,50.0,2015.0
720,388,False,True,61.0,50.0,2015.0
721,389,False,True,58.0,100.0,1992.0
722,390,False,True,57.0,100.0,1995.0
723,391,False,True,54.0,50.0,2008.0
724,391,False,True,34.0,50.0,2008.0
725,392,False,True,57.0,100.0,1995.0
726,393,False,True,68.0,50.0,1991.0
727,393,False,False,67.0,50.0,1991.0
728,394,False,True,69.0,50.0,1991.0
729,394,False,False,66.0,50.0,1991.0
730,395,False,True,32.0,100.0,2017.0
731,396,False,True,74.0,26.0,2008.0
732,396,False,True,52.0,38.0,2008.0
733,396,False,True,46.0,36.0,2008.0
734,397,False,True,59.0,36.0,2016.0
735,397,False,True,65.0,26.0,2016.0
736,397,False,True,51.0,24.0,2016.0
737,397,False,True,41.0,14.0,2016.0
738,398,False,True,59.0,36.0,2016.0
739,398,False,True,65.0,26.0,2016.0
740,398,False,True,51.0,24.0,2016.0
741,398,False,True,41.0,14.0,2016.0
742,399,False,True,65.0,70.0,1976.0
743,399,False,True,36.0,30.0,2010.0
744,400,False,True,56.0,100.0,1989.0
745,401,False,True,56.0,100.0,1989.0
746,402,False,True,56.0,100.0,2004.0
747,403,False,True,57.0,100.0,1999.0
748,404,False,True,57.0,100.0,1999.0
749,405,False,True,51.0,100.0,2004.0
750,406,False,True,51.0,100.0,2004.0
751,407,False,True,52.0,85.0,2004.0
752,407,False,True,55.0,15.0,2006.0
753,408,False,True,49.0,100.0,2000.0
754,409,False,True,51.0,100.0,2008.0
755,410,False,False,55.0,54.0,2013.0
756,410,False,False,40.0,36.0,2013.0
757,410,False,True,36.0,5.0,2013.0
758,410,False,False,32.0,5.0,2013.0
759,411,False,True,56.0,38.0,2006.0
760,411,False,True,53.0,38.0,2006.0
761,411,False,True,37.0,24.0,2006.0
762,412,False,True,56.0,38.0,2006.0
763,412,False,True,54.0,38.0,2006.0
764,412,False,True,37.0,24.0,2006.0
765,413,False,True,56.0,38.0,2006.0
766,413,False,True,53.0,38.0,2006.0
767,413,False,True,37.0,24.0,2006.0
768,414,False,True,45.0,20.0,2014.0
769,414,False,True,45.0,20.0,2014.0
770,414,False,True,47.0,20.0,2014.0
771,414,False,True,46.0,20.0,2014.0
772,414,False,True,48.0,20.0,2014.0
773,415,False,True,45.0,20.0,1996.0
774,415,False,True,45.0,20.0,1996.0
775,415,False,True,47.0,20.0,1996.0
776,415,False,True,46.0,20.0,1996.0
777,415,False,True,48.0,20.0,1996.0
778,416,False,True,78.0,50.0,1985.0
779,416,False,True,45.0,25.0,1999.0
780,416,True,False,66.0,25.0,2010.0
781,417,False,True,54.0,55.0,2001.0
782,417,False,True,49.0,45.0,2001.0
783,418,False,True,54.0,55.0,2001.0
784,418,False,True,49.0,45.0,2001.0
785,419,False,True,63.0,100.0,1992.0
786,420,False,True,55.0,100.0,2014.0
787,421,False,True,51.0,100.0,2010.0
788,422,False,True,37.0,50.0,2012.0
789,422,False,True,46.0,50.0,2012.0
790,423,False,True,73.0,21.54,1974.0
791,423,False,True,45.0,17.51,1996.0
792,423,False,True,47.0,17.42,1993.0
793,423,False,False,41.0,10.5,1999.0
794,423,False,False,44.0,7.71,1998.0
795,423,False,True,74.0,7.51,1984.0
796,423,False,True,75.0,6.32,1999.0
797,423,False,True,48.0,6.27,2000.0
798,423,False,False,49.0,3.01,2000.0
799,423,False,True,52.0,2.22,2013.0
800,424,False,True,53.0,100.0,2004.0
801,425,False,True,58.0,100.0,2008.0
802,426,False,True,48.0,100.0,2013.0
803,427,False,True,42.0,100.0,2000.0
804,428,False,True,68.0,100.0,2001.0
805,428,False,False,52.0,0.0,2003.0
806,429,False,True,23.0,99.0,1993.0
807,430,False,True,53.0,100.0,2008.0
808,431,False,True,56.0,100.0,2001.0
809,432,False,True,33.0,51.0,2015.0
810,432,True,False,33.0,49.0,2015.0
811,433,False,True,55.0,90.0,2007.0
812,433,False,True,27.0,10.0,2014.0
813,434,False,True,55.0,100.0,2010.0
814,435,False,True,55.0,100.0,2010.0
815,436,False,True,63.0,99.0,2014.0
816,436,True,False,43.0,1.0,2014.0
817,437,False,True,45.0,100.0,2008.0
818,438,False,True,65.0,100.0,1991.0
819,439,False,True,57.0,50.0,2006.0
820,439,False,True,55.0,50.0,2006.0
821,440,False,True,37.0,100.0,2005.0
822,441,False,True,40.0,50.0,2014.0
823,441,False,True,43.0,50.0,2014.0
824,442,False,True,69.0,100.0,1995.0
825,443,False,True,47.0,50.0,2011.0
826,443,False,True,45.0,50.0,2012.0
827,444,False,True,55.0,100.0,2003.0
828,445,False,True,48.0,100.0,2001.0
829,446,False,True,48.0,50.0,2007.0
830,446,True,False,55.0,50.0,1998.0
831,447,False,True,47.0,100.0,1992.0
832,448,False,True,45.0,30.0,2011.0
833,448,True,False,38.0,29.0,2011.0
834,448,True,False,39.0,29.0,2011.0
835,448,True,False,40.0,3.0,2014.0
836,448,False,True,37.0,5.0,2016.0
837,448,True,False,30.0,3.0,2014.0
838,449,False,True,63.0,100.0,1975.0
839,450,False,True,54.0,100.0,2015.0
840,451,False,True,66.0,50.0,1999.0
841,451,False,True,29.0,50.0,2012.0
842,452,False,True,52.0,33.33,2008.0
843,452,False,True,52.0,33.33,2008.0
844,452,False,True,52.0,33.33,2008.0
845,453,False,True,58.0,100.0,1999.0
846,454,False,True,52.0,54.29,2014.0
847,454,False,True,53.0,18.69,2015.0
848,454,False,True,33.0,16.02,2011.0
849,454,False,True,56.0,11.0,2017.0
850,455,False,True,62.0,50.0,2015.0
851,455,False,True,31.0,50.0,2015.0
852,456,False,True,62.0,41.0,1984.0
853,456,False,True,31.0,41.0,2008.0
854,456,False,True,39.0,18.0,2017.0
855,457,False,True,47.0,100.0,2012.0
856,458,False,True,48.0,100.0,1994.0
857,459,False,True,33.0,100.0,2011.0
858,460,False,True,33.0,100.0,2011.0
859,461,False,True,42.0,50.0,2014.0
860,461,False,True,38.0,50.0,2014.0
861,462,False,True,64.0,100.0,2014.0
862,463,False,True,75.0,30.0,1987.0
863,463,False,True,55.0,23.0,2000.0
864,463,False,True,55.0,23.0,2000.0
865,463,False,False,55.0,24.0,2000.0
866,464,False,True,58.0,99.9,1981.0
867,464,False,False,31.0,0.1,2013.0
868,465,False,True,47.0,90.0,1997.0
869,465,False,True,32.0,5.0,2005.0
870,465,False,True,33.0,5.0,2007.0
871,466,False,True,61.0,100.0,2010.0
872,467,False,True,42.0,90.0,2005.0
873,467,False,True,45.0,10.0,2005.0
874,468,False,True,46.0,60.0,2016.0
875,468,True,False,46.0,40.0,2016.0
876,469,False,True,57.0,50.0,2010.0
877,469,False,True,52.0,50.0,2010.0
878,470,False,True,55.0,100.0,2006.0
879,471,False,True,37.0,50.0,2011.0
880,471,False,True,37.0,50.0,2011.0
881,472,False,True,44.0,100.0,1997.0
882,474,False,True,53.0,34.0,1987.0
883,474,False,True,65.0,33.0,1982.0
884,474,False,True,55.0,33.0,1984.0
885,475,False,True,42.0,100.0,2016.0
886,476,False,True,44.0,100.0,2017.0
887,477,False,True,67.0,100.0,1998.0
888,478,False,True,38.0,100.0,2016.0
889,479,False,True,55.0,100.0,2000.0
890,480,False,True,48.0,100.0,1999.0
891,481,False,True,53.0,98.0,2015.0
892,481,False,True,45.0,2.0,2015.0
893,482,False,True,60.0,90.0,2005.0
894,482,False,True,48.0,10.0,2017.0
895,483,False,True,47.0,100.0,2011.0
896,484,False,True,59.0,100.0,1986.0
897,485,False,True,59.0,50.0,2016.0
898,485,False,True,65.0,50.0,2016.0
899,486,False,True,59.0,50.0,2016.0
900,486,False,True,65.0,50.0,2016.0
901,487,False,True,50.0,100.0,2012.0
902,488,False,True,51.0,100.0,2005.0
903,489,False,True,51.0,100.0,2005.0
904,490,False,True,60.0,50.0,1988.0
905,490,False,True,68.0,50.0,1988.0
906,491,False,True,58.0,50.0,1987.0
907,491,False,True,58.0,50.0,1987.0
908,492,False,True,61.0,50.0,1990.0
909,492,False,True,59.0,50.0,1990.0
910,493,False,False,45.0,100.0,2016.0
911,494,False,True,52.0,100.0,2004.0
912,495,False,True,83.0,100.0,1981.0
913,496,False,True,50.0,100.0,2015.0
914,497,True,False,60.0,41.67,2004.0
915,497,False,True,63.0,33.33,2004.0
916,497,False,True,40.0,25.0,2009.0
917,498,False,True,66.0,100.0,2002.0
918,499,False,True,60.0,100.0,2006.0
919,500,False,True,40.0,90.3,2016.0
920,500,True,False,58.0,9.7,2016.0
921,501,False,True,54.0,100.0,2010.0
922,502,False,True,54.0,100.0,2010.0
923,503,False,True,52.0,100.0,2011.0
924,504,False,True,69.0,100.0,2011.0
925,505,False,True,60.0,60.0,1998.0
926,505,False,True,54.0,40.0,2009.0
927,506,False,True,70.0,100.0,1985.0
928,507,False,True,63.0,100.0,2010.0
929,508,False,True,63.0,100.0,2010.0
930,509,False,True,41.0,100.0,2016.0
931,510,False,True,66.0,100.0,2000.0
932,511,False,True,66.0,100.0,2000.0
933,512,False,True,44.0,100.0,2005.0
934,513,False,True,60.0,50.0,2001.0
935,513,False,True,56.0,50.0,2001.0
936,514,False,True,59.0,50.0,1984.0
937,514,False,True,51.0,50.0,1992.0
938,515,False,True,40.0,50.0,2010.0
939,515,False,True,35.0,25.0,2014.0
940,515,False,False,52.0,25.0,2012.0
941,516,False,True,55.0,100.0,2004.0
942,517,False,True,59.0,75.0,1993.0
943,517,False,True,29.0,25.0,2011.0
944,518,False,False,62.0,100.0,2012.0
945,520,False,True,64.0,100.0,1979.0
946,521,False,True,47.0,100.0,2002.0
947,522,False,True,65.0,100.0,2006.0
948,524,False,True,45.0,100.0,2015.0
949,525,False,True,52.0,100.0,2003.0
950,526,False,True,75.0,60.0,1996.0
951,526,False,True,47.0,40.0,1996.0
952,527,False,True,42.0,100.0,2016.0
953,528,False,True,64.0,100.0,1990.0
954,529,False,True,69.0,100.0,2009.0
955,530,False,True,63.0,80.0,1983.0
956,530,False,True,36.0,10.0,2009.0
957,530,False,True,41.0,10.0,1997.0
958,531,False,True,46.0,100.0,1995.0
959,532,False,True,50.0,50.0,2000.0
960,532,False,True,55.0,50.0,2000.0
961,533,False,True,52.0,70.0,2000.0
962,533,False,True,52.0,15.0,2006.0
963,533,False,True,52.0,15.0,2013.0
964,534,False,True,60.0,60.0,2010.0
965,534,False,True,37.0,15.0,2010.0
966,534,False,True,51.0,15.0,2010.0
967,534,False,True,70.0,10.0,2010.0
968,535,False,True,56.0,95.0,1996.0
969,535,False,True,42.0,5.0,2000.0
970,536,False,True,47.0,86.0,1999.0
971,536,False,True,42.0,14.0,2002.0
972,537,False,True,56.0,50.0,1996.0
973,537,False,True,55.0,50.0,2001.0
974,538,False,True,45.0,20.0,2001.0
975,538,False,True,72.0,80.0,1997.0
976,539,False,True,43.0,20.0,2001.0
977,539,True,False,72.0,80.0,1997.0
978,540,False,True,71.0,100.0,2000.0
979,541,False,True,40.0,100.0,2000.0
980,542,False,True,55.0,100.0,1999.0
981,543,False,True,46.0,40.0,2010.0
982,543,False,False,57.0,40.0,2010.0
983,543,False,True,38.0,20.0,2010.0
984,544,False,True,32.0,100.0,2009.0
985,545,False,True,47.0,50.0,2009.0
986,545,False,False,48.0,50.0,2009.0
987,546,False,True,45.0,100.0,2013.0
988,547,False,True,48.0,40.0,2002.0
989,547,False,True,49.0,40.0,2002.0
990,547,False,True,78.0,20.0,2002.0
991,548,False,True,48.0,40.0,2002.0
992,548,False,True,49.0,40.0,2002.0
993,548,False,True,78.0,20.0,2002.0
994,549,False,True,43.0,50.0,2016.0
995,549,False,True,59.0,50.0,2016.0
996,550,False,True,43.0,50.0,2016.0
997,550,False,True,59.0,50.0,2016.0
998,551,False,True,66.0,75.0,2003.0
999,551,False,True,36.0,14.0,2003.0
1000,551,False,True,34.0,6.0,2003.0
1001,551,False,False,36.0,5.0,2003.0
1002,552,False,True,66.0,75.0,2003.0
1003,552,False,True,36.0,14.0,2003.0
1004,552,False,True,34.0,6.0,2003.0
1005,552,False,False,36.0,5.0,2003.0
1006,553,False,True,53.0,95.0,1998.0
1007,553,False,False,56.0,5.0,1998.0
1008,554,False,True,46.0,100.0,2016.0
1009,555,False,True,49.0,100.0,2012.0
1010,556,True,False,52.0,25.0,2016.0
1011,556,True,False,52.0,20.0,2016.0
1012,556,True,False,52.0,20.0,2016.0
1013,556,False,True,52.0,20.0,2016.0
1014,556,False,True,52.0,5.0,2016.0
1015,556,False,True,52.0,5.0,2016.0
1016,556,False,True,52.0,5.0,2016.0
1017,557,True,False,52.0,25.0,2016.0
1018,557,True,False,52.0,20.0,2016.0
1019,557,True,False,52.0,20.0,2016.0
1020,557,False,True,52.0,20.0,2016.0
1021,557,False,True,52.0,5.0,2016.0
1022,557,False,True,52.0,5.0,2016.0
1023,557,False,True,52.0,5.0,2016.0
1024,558,False,True,43.0,100.0,2012.0
1025,559,False,True,43.0,100.0,2009.0
1026,560,False,True,47.0,100.0,2012.0
1027,561,False,True,44.0,100.0,2012.0
1028,562,False,True,45.0,100.0,2012.0
1029,563,False,True,46.0,100.0,2012.0
1030,564,False,True,52.0,49.0,2015.0
1031,564,True,False,52.0,51.0,2015.0
1032,565,False,True,52.0,49.0,2015.0
1033,565,True,False,52.0,51.0,2015.0
1034,566,False,True,59.0,66.0,1993.0
1035,566,False,True,51.0,34.0,2017.0
1036,567,False,True,59.0,66.0,1993.0
1037,567,False,True,51.0,34.0,2017.0
1038,568,False,True,33.0,50.0,2016.0
1039,568,False,True,45.0,50.0,2016.0
1040,569,False,True,53.0,100.0,2006.0
1041,570,False,True,53.0,100.0,2006.0
1042,571,False,True,48.0,100.0,1995.0
1043,572,False,True,44.0,100.0,2002.0
1044,573,False,True,49.0,100.0,1992.0
1045,574,False,True,63.0,100.0,2010.0
1046,575,False,True,45.0,100.0,1995.0
1047,576,False,True,55.0,100.0,2008.0
1048,577,False,True,57.0,100.0,1995.0
1049,578,False,True,38.0,100.0,2004.0
1050,579,False,True,64.0,100.0,1979.0
1051,580,False,True,64.0,51.0,1979.0
1052,580,False,True,41.0,49.0,2018.0
1053,581,False,True,64.0,51.0,1979.0
1054,582,False,True,32.0,100.0,2007.0
1055,583,False,True,48.0,50.0,2010.0
